City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
964432,port alfred,ZA,1643758940,-33.5906,26.891,25.38,78,100,2.35
686090,asau,RO,1643758730,46.4333,26.4,-1.8,93,77,2.37
261814,koutsouras,GR,1643759226,35.0339,25.9469,16.17,67,94,11.16
964420,port elizabeth,ZA,1643758690,-33.918,25.5701,24.5,83,0,1.54
212730,kisangani,CD,1643759267,0.5167,25.2,21.56,79,90,1.25
986717,kruisfontein,ZA,1643758711,-34.0033,24.7314,23.27,65,100,1.56
371745,kutum,SD,1643759282,14.2,24.6667,13.69,23,2,3.85
779622,havoysund,NO,1643759247,70.9963,24.6622,-5.51,65,81,5.42
659935,forssa,FI,1643759232,60.8146,23.6215,-9.07,99,90,1.22
219414,basoko,CD,1643759331,1.2391,23.616,25.16,62,97,1.22
771158,hajnowka,PL,1643759288,52.7433,23.5812,-0.55,88,100,1.79
964712,plettenberg bay,ZA,1643759131,-34.0527,23.3716,23.07,84,57,0.9
932960,werda,BW,1643759255,-25.2667,23.2833,25.01,54,100,4.77
898947,senanga,ZM,1643758717,-16.1167,23.2667,17.22,84,45,0.65
259289,corinto,GR,1643759334,37.9407,22.9573,12.05,83,100,2.88
598257,kelme,LT,1643759301,55.6339,22.9342,-2.99,96,100,3.59
933211,nokaneng,BW,1643759269,-19.6667,22.2667,20.85,84,49,2.33
86049,jalu,LY,1643758775,29.0331,21.5482,12.99,36,50,5.84
777682,skjervoy,NO,1643759319,70.0311,20.9714,-2.2,49,85,7.49
1015776,bredasdorp,ZA,1643758601,-34.5322,20.0403,23.21,79,5,0.5
2426370,oum hadjer,TD,1643758780,13.2954,19.6966,18.06,17,2,4.3
3366880,hermanus,ZA,1643758666,-34.4187,19.2345,20.5,80,12,2.34
3357247,gobabis,NA,1643759238,-22.45,18.9667,18.93,89,100,5.65
3369157,cape town,ZA,1643758665,-33.9258,18.4232,20.62,86,20,0.45
2435124,bitkine,TD,1643759313,11.9801,18.2138,18.5,20,13,2.54
3361934,saldanha,ZA,1643759329,-33.0117,17.9442,19.03,97,40,5.66
3347353,menongue,AO,1643759315,-14.6585,17.691,16.76,60,100,1.91
3176603,francavilla fontana,IT,1643759336,40.5306,17.5852,9.1,55,30,9.23
3048456,marcali,HU,1643759313,46.585,17.412,2.93,72,62,6.54
2315026,kasongo-lunda,CD,1643759287,-6.4667,16.8167,21.63,93,97,0.67
3354071,oranjemund,NA,1643758777,-28.55,16.4333,19.06,85,72,2.82
2729907,longyearbyen,SJ,1643759227,78.2186,15.6401,-5.09,63,75,1.54
3355672,luderitz,NA,1643758673,-26.6481,15.1594,17.85,90,49,3.26
